po_id,vendor_id,item_name,quantity,po_date,region
PO010223,V0074,Electrical Steel Rod Kit,414.0,2023-05-14 00:00:00,South
PO010224,V0092,Mechanical Fasteners Premium,138.0,2025-06-23 00:00:00,Central
PO010225,V0436,Mechanical Fasteners Premium,129.0,2022-06-12 00:00:00,north
PO010226,V0194,Safety Control Panel Heavy Duty,142.0,2022-05-03 00:00:00,North
PO010227,V0003,Structural Copper Wire Premium,390.0,2022-10-09 00:00:00,East
PO010228,V0135,Instrumentation Electric Motor Premium,228.0,2024-02-07 00:00:00,East
PO010229,V0297,Safety Conveyor Belt Standard,130.0,2024-10-18 00:00:00,North
PO010230,V0401,Structural Conveyor Belt Premium,124.0,2023-08-31 00:00:00,South
PO010231,V0070,Mechanical PVC Pipe Premium,423.0,2023-02-18 00:00:00,South
PO010232,V0057,Mechanical Fasteners Premium,343.0,2022-11-07 00:00:00,north
PO010233,V0464,Instrumentation Hydraulic Pump Premium,272.0,9999-99-99,north
PO010234,V0378,Electrical Bearing Heavy Duty,141.0,2023-02-23 00:00:00,north
PO010235,V0292,Mechanical Electric Motor Standard,79.0,2025-08-07 00:00:00,North
PO010236,V0386,Fluid Control Panel Premium,34.0,2022-03-19 00:00:00,south
PO010237,V0215,Structural Copper Wire Standard,131.0,2023-05-03 00:00:00,Central
PO010238,V0380,Safety Hydraulic Pump Standard,306.0,2025-05-09 00:00:00,South
PO010239,V0186,Electrical Pneumatic Cylinder Kit,346.0,2024-06-27 00:00:00,west
PO010240, V0126 ,Safety Transformer Oil Premium,255.0,2023-11-05 00:00:00,Central
PO010241,V0365,Structural Flow Meter Premium,338.0,2022-10-02 00:00:00,West
PO010242,V0209,Electrical Safety Helmet Kit,175.0,2023-07-24 00:00:00,South
PO010243,V0492,Mechanical Fasteners Heavy Duty,457.0,2023-10-13 00:00:00,Central
PO010244,V0175,Electrical Conveyor Belt Standard,,2025-08-11 00:00:00,South
PO010245,V0464,Structural Safety Helmet Heavy Duty,11.0,2022-03-23 00:00:00,North
PO010246,V0469,Electrical Steel Rod Standard,277.0,2024-12-02 00:00:00,East
PO010247,V0125,Mechanical Fasteners Premium,427.0,2024-04-29 00:00:00,West
PO010248,V0401,Instrumentation Flow Meter Heavy Duty,279.0,2025-08-20 00:00:00,South
,V0217,Safety Transformer Oil Heavy Duty,66.0,2023-08-14 00:00:00,west
PO010250,V0462,Instrumentation Electric Motor Premium,94.0,2022-02-18 00:00:00,East
PO010251,V0223,Safety Transformer Oil Kit,462.0,2023-04-15 00:00:00,North
PO010252,V0376,Safety Pneumatic Cylinder Kit,43.0,2023-11-10 00:00:00,Central
PO010253,V0232,Mechanical Welding Rod Heavy Duty,134.0,2023-12-03 00:00:00,West
PO010254,V0116,Safety Pressure Gauge Premium,112.0,2023-05-12 00:00:00,North
PO010255,V0102,Fluid Safety Helmet Kit,269.0,2023-02-26 00:00:00,Central
PO010256,V0213,Mechanical Flow Meter,341.0,2025-01-09 00:00:00,Central
PO010257,V0380,Electrical Lubricant Heavy Duty,286.0,2022-04-21 00:00:00,South
PO010258,V0302,Structural Valves Standard,341.0,2025-09-23 00:00:00,North
PO010259,V0345,Electrical PVC Pipe Kit,322.0,2023-05-24 00:00:00,east
PO010260,,Electrical Bearing Heavy Duty,129.0,2025-11-08 00:00:00,East
PO010261,V0238,Safety Transformer Oil Premium,171.0,2025-11-26 00:00:00,central
PO010262,V0025,Structural Copper Wire Standard,432.0,2023-04-01 00:00:00,West
PO010263,V0411,Safety Flow Meter Kit,474.0,2025-05-30 00:00:00,East
PO010264,V0496,Instrumentation Fasteners,204.0,2024-02-21 00:00:00,West
PO010265,V0201,Mechanical Copper Wire Heavy Duty,81.0,2024-12-03 00:00:00,north
PO010266,V0005,Structural Transformer Oil,207.0,2023-10-21 00:00:00,South
PO010267,V0089,Safety Steel Rod Standard,43.0,2023-01-11 00:00:00,East
PO010268,V0327,Instrumentation Transformer Oil Kit,461.0,2024-06-24 00:00:00,Central
PO010269,,Fluid Pneumatic Cylinder,165.0,2025-07-13 00:00:00,Central
PO010270,V0394,Electrical Circuit Breaker,262.0,2022-01-13 00:00:00,south
PO010271,V0130,Mechanical Pressure Gauge Premium,300.0,2022-05-13 00:00:00,North
PO010272,V0382,Electrical Conveyor Belt Standard,249.0,2024-10-03 00:00:00,North
PO010273,V0344,Electrical Bearing Heavy Duty,374.0,2022-05-24 00:00:00,Central
PO010274,V0161,Safety Control Panel Kit,273.0,2023-01-30 00:00:00,East
PO010275,V0267,Mechanical Circuit Breaker Premium,349.0,2022-04-17 00:00:00,West
PO010276,V0075,Instrumentation Valves Heavy Duty,107.0,2025-07-23 00:00:00,Central
PO010277,V0225,Safety Pressure Gauge Premium,140.0,2022-10-17 00:00:00,East
PO010278,V0444,Electrical Safety Helmet Kit,160.0,2023-02-23 00:00:00,Central
PO010279,V0210,Fluid Control Panel Premium,243.0,2022-09-15 00:00:00,East
PO010280,V0423,Structural Transformer Oil Kit,285.0,2022-07-07 00:00:00,South
PO010281,V0292,Electrical Conveyor Belt,290.0,2022-12-22 00:00:00,North
PO010282,V0098,Instrumentation Electric Motor Premium,411.0,2025-04-28 00:00:00,South
PO010283,V0289,Safety Hydraulic Pump Heavy Duty,,2025-01-29 00:00:00,central
PO010284,V0249,Instrumentation Bearing,436.0,2023-02-23 00:00:00,North
PO010285,V0197,Safety Welding Rod Kit,286.0,2023-04-29 00:00:00,South
PO010286,V0063,Instrumentation Copper Wire Heavy Duty,90.0,2024-11-05 00:00:00,West
PO010287,V0208,Electrical Transformer Oil Kit,43.0,2022-06-10 00:00:00,central
PO010288,V0039,Fluid Conveyor Belt,9.0,2024-05-22 00:00:00,North
PO010289,V0051,Fluid Pneumatic Cylinder,401.0,2024-08-14 00:00:00,East
PO010290,V0208,Safety Conveyor Belt Standard,386.0,2023-09-30 00:00:00,Central
PO010291,V0153,Electrical Lubricant Heavy Duty,300.0,2022-12-03 00:00:00,Central
PO010292,V0466,Mechanical Pressure Gauge Standard,321.0,2023-02-09 00:00:00,Central
PO010293,V0187,Mechanical PVC Pipe Premium,185.0,2023-05-17 00:00:00,Central
PO010294,V0380,Instrumentation Safety Helmet,3.0,2024-05-18 00:00:00,South
PO010295,V0257,Instrumentation Transformer Oil Kit,458.0,2022-12-28 00:00:00,West
PO010296,V0353,Instrumentation Bearing,52.0,2025-05-25 00:00:00,East
PO010297,V0130,Safety Welding Rod Kit,59.0,2023-05-25 00:00:00,North
PO010298,V0473,Instrumentation Safety Helmet,367.0,2023-09-13 00:00:00,East
PO010299,V0257,Electrical Lubricant Heavy Duty,27.0,2023-08-08 00:00:00,West
PO010300,V0418,Structural Steel Rod Kit,96.0,2025-03-26 00:00:00,south
PO010301,V0183,Electrical PVC Pipe Kit,218.0,2024-07-07 00:00:00,East
PO010302,V0052,Instrumentation Flow Meter Heavy Duty,421.0,2025-07-25 00:00:00,Central
PO010303,V0339,Structural Steel Rod Kit,129.0,2023-02-17 00:00:00,Central
PO010304,V0005,Safety Hydraulic Pump Standard,130.0,2023-07-11 00:00:00,South
PO010305,V0236,Electrical Pneumatic Cylinder Kit,151.0,2024-09-12 00:00:00,South
PO010306,V0099,Instrumentation Copper Wire Heavy Duty,494.0,2022-06-13 00:00:00,East
PO010307,V0315,Structural Copper Wire Standard,424.0,2024-01-07 00:00:00,West
PO010308,V0492,Safety Flow Meter Kit,21.0,2024-03-26 00:00:00,Central
PO010309,V0231,Safety Pneumatic Cylinder,72.0,2024-02-13 00:00:00,North
PO010310,V0411,Mechanical Fasteners Heavy Duty,361.0,2022-12-10 00:00:00,East
PO010311,V0249,Safety Welding Rod Kit,,2024-99-99,North
PO010312,V0246,Instrumentation Safety Helmet,297.0,2024-06-22 00:00:00,North
PO010313,V0468,Safety Conveyor Belt Standard,49.0,2024-05-15 00:00:00,North
PO010314,V0449,Electrical Lubricant Heavy Duty,143.0,2024-10-31 00:00:00,Central
PO010315,V0393,Electrical Steel Rod Standard,82.0,2025-06-02 00:00:00,East
PO010316,V0148,Electrical Copper Wire Premium,399.0,2024-06-06 00:00:00,South
PO010317,V0267,Electrical Lubricant Heavy Duty,278.0,2022-11-16 00:00:00,west
PO010318,V0114,Fluid Bearing Premium,455.0,2024-09-14 00:00:00,North
PO010319,V0221,Structural PVC Pipe Heavy Duty,266.0,2022-02-10 00:00:00,South
PO010320,V0239,Structural Lubricant,108.0,2024-02-21 00:00:00,west
PO010321,V0418,Mechanical Safety Helmet Standard,400.0,2024-05-25 00:00:00,South
PO010322,V0452,Mechanical Pressure Gauge Standard,52.0,2022-06-20 00:00:00,West
PO010323,V0207,Safety Lubricant Standard,348.0,2023-09-07 00:00:00,North
PO010324,V0009,Mechanical Safety Helmet Standard,283.0,2025-05-03 00:00:00,North
PO010325,V0436,Fluid Bearing Premium,130.0,2025-01-05 00:00:00,North
PO010326,V0091,Structural Lubricant,159.0,2022-11-09 00:00:00,south
PO010327,V0311,Structural Valves Standard,48.0,2025-02-06 00:00:00,South
PO010328,V0013,Instrumentation Valves Heavy Duty,189.0,2022-12-26 00:00:00,North
PO010329,V0197,Safety Pressure Gauge Premium,61.0,2023-06-11 00:00:00,South
PO010330,V0495,Mechanical Circuit Breaker Heavy Duty,231.0,2024-02-19 00:00:00,west
PO010331,V0053,Mechanical Circuit Breaker Heavy Duty,468.0,2024-08-07 00:00:00,East
PO010332,V0212,Safety Transformer Oil Kit,485.0,2023-09-19 00:00:00,south
PO010333,,Safety Pressure Gauge Premium,69.0,2024-07-17 00:00:00,Central
PO010334,V0456,Electrical Steel Rod,285.0,2023-08-04 00:00:00,North
PO010335,V0440,Safety Welding Rod Kit,133.0,2024-02-08 00:00:00,Central
PO010336,V0123,Fluid Control Panel Premium,457.0,2025-02-25 00:00:00,West
PO010337,V0042,Structural Gearbox Heavy Duty,139.0,2025-05-26 00:00:00,Central
PO010338,V0315,Structural Bearing,5.0,2024-09-11 00:00:00,West
PO010339,V0168,Fluid Lubricant Standard,277.0,2022-05-28 00:00:00,West
PO010340,V0337,Instrumentation Electric Motor Premium,223.0,2023-11-14 00:00:00,South
PO010341,V0017,Structural PVC Pipe Heavy Duty,39.0,2022-10-07 00:00:00,Central
PO010342,V0070,Structural Conveyor Belt Premium,413.0,2024-08-19 00:00:00,South
PO010343,V0344,Structural Valves Standard,338.0,2023-02-05 00:00:00,Central
PO010344,V0108,Mechanical Safety Helmet Standard,331.0,2022-11-13 00:00:00,West
PO010345,V0434,Instrumentation Bearing,74.0,2023-01-24 00:00:00,Central
PO010346,V0032,Mechanical PVC Pipe Premium,302.0,2022-01-09 00:00:00,East
PO010347, V0109 ,Instrumentation Hydraulic Pump Premium,95.0,2022-01-27 00:00:00,East
PO010348,V0500,Structural Lubricant,125.0,2024-10-22 00:00:00,west
PO010349,V0217,Safety Pressure Gauge Kit,40.0,2024-02-06 00:00:00,West
PO010350,V0353,Mechanical Circuit Breaker Heavy Duty,245.0,2024-10-03 00:00:00,East
PO010351,V0095,Safety Pressure Gauge Premium,405.0,2024-04-08 00:00:00,West
PO010352,V0305,Mechanical Flow Meter,38.0,2024-05-01 00:00:00,West
PO010353,V0363,Mechanical Electric Motor Premium,164.0,2024-03-19 00:00:00,North
PO010354,V0156,Safety Pressure Gauge Kit,66.0,2024-02-04 00:00:00,east
PO010355,V0416,Electrical Gearbox Premium,223.0,2024-02-26 00:00:00,west
PO010356,V0300,Instrumentation Bearing Premium,13.0,2024-09-29 00:00:00,Central
PO010357,V0193,Electrical Steel Rod,248.0,2023-09-23 00:00:00,East
PO010358,V0274,Instrumentation Flow Meter Kit,157.0,2025-08-05 00:00:00,East
PO010359,V0285,Instrumentation Safety Helmet,85.0,2025-04-19 00:00:00,Central
PO010360,V0085,Mechanical Electric Motor Standard,149.0,2022-05-26 00:00:00,South
PO010361,V0199,Instrumentation Steel Rod,195.0,2024-04-17 00:00:00,South
PO010362,V0172,Structural Copper Wire Premium,490.0,2022-03-21 00:00:00,South
PO010363,V0198,Safety Pneumatic Cylinder Kit,97.0,2022-09-12 00:00:00,Central
PO010364,V0381,Instrumentation Safety Helmet,125.0,2024-02-28 00:00:00,Central
PO010365,V0238,Structural Steel Rod Kit,16.0,2025-03-04 00:00:00,Central
PO010366,V0472,Instrumentation Copper Wire Heavy Duty,86.0,2022-11-29 00:00:00,West
PO010367,V0147,Electrical Transformer Oil Kit,267.0,2023-02-02 00:00:00,Central
PO010368,V0208,Electrical Pneumatic Cylinder Kit,210.0,2024-06-12 00:00:00,Central
PO010369,V0394,Structural Hydraulic Pump Premium,140.0,2023-06-07 00:00:00,South
PO010370,V0268,Fluid Conveyor Belt Kit,,2023-12-15 00:00:00,East
PO010371,V0269,Instrumentation Industrial Paint Heavy Duty,488.0,2024-11-09 00:00:00,West
PO010372,V0030,Electrical Transformer Oil Kit,166.0,2025-12-23 00:00:00,West
PO010373,V0197,Electrical Gearbox Kit,420.0,2024-09-27 00:00:00,South
PO010374,V0135,Structural Conveyor Belt Premium,413.0,2025-07-24 00:00:00,East
PO010375,V0500,Instrumentation Circuit Breaker Standard,458.0,9999-99-99,West
PO010376,V0154,Mechanical Flow Meter,23.0,2024-01-25 00:00:00,North
PO010377,V0446,Mechanical Pressure Gauge Standard,270.0,2025-11-27 00:00:00,East
PO010378,V0339,Mechanical Welding Rod Heavy Duty,46.0,2022-04-29 00:00:00,Central
PO010379,V0170,Structural Safety Helmet Heavy Duty,445.0,2025-08-26 00:00:00,Central
PO010380,V0266,Instrumentation Copper Wire,406.0,2024-02-29 00:00:00,East
PO010381,V0424,Safety Transformer Oil Standard,321.0,2024-05-18 00:00:00,North
PO010382,V0446,Safety Lubricant Standard,485.0,2023-05-21 00:00:00,East
PO010383,V0082,Fluid Pneumatic Cylinder,277.0,2023-05-12 00:00:00,South
PO010384,V0169,Safety Control Panel Heavy Duty,294.0,2024-09-05 00:00:00,north
PO010385,V0167,Safety Hydraulic Pump Standard,380.0,2022-03-12 00:00:00,North
PO010386,V0024,Instrumentation Fasteners,96.0,2024-01-11 00:00:00,South
PO010387,V0297,Safety Conveyor Belt,79.0,2025-07-16 00:00:00,North
PO010388,V0431,Instrumentation Bearing,104.0,2025-12-18 00:00:00,East
PO010389,V0190,Structural Safety Helmet Heavy Duty,484.0,2025-10-17 00:00:00,South
PO010390,V0372,Fluid Lubricant Standard,487.0,2022-02-27 00:00:00,South
PO010391,V0315,Safety Transformer Oil Standard,406.0,2025-11-29 00:00:00,West
PO010392,V0187,Structural Transformer Oil,49.0,2025-09-25 00:00:00,central
PO010393,V0073,Fluid Conveyor Belt,385.0,2025-08-14 00:00:00,Central
PO010394,V0355,Mechanical Electric Motor Standard,441.0,2022-10-30 00:00:00,Central
PO010395,,Structural Transformer Oil,426.0,2023-06-20 00:00:00,East
PO010396,V0343,Structural Copper Wire Premium,390.0,2025-05-24 00:00:00,North
PO010397,V0009,Structural Transformer Oil,95.0,2024-07-21 00:00:00,North
PO010398,V0110,Mechanical Pressure Gauge Premium,460.0,2025-10-26 00:00:00,South
PO010399,V0036,Electrical Copper Wire Premium,340.0,2022-10-29 00:00:00,North
PO010400,V0281,Mechanical PVC Pipe Premium,467.0,2023-06-05 00:00:00,North
PO010401,V0380,Safety Lubricant Standard,247.0,2023-05-22 00:00:00,south
PO010402,V0057,Electrical Transformer Oil Standard,253.0,2025-05-18 00:00:00,North
PO010403,V0422,Safety Pneumatic Cylinder Kit,368.0,2025-03-30 00:00:00,South
PO010404,V0272,Electrical PVC Pipe Premium,439.0,2025-09-19 00:00:00,South
PO010405,V0346,Electrical Safety Helmet Kit,494.0,2022-11-27 00:00:00,North
PO010406,V0488,Mechanical Fasteners Heavy Duty,361.0,2022-01-26 00:00:00,East
PO010407,,Instrumentation Flow Meter Premium,245.0,2022-08-28 00:00:00,east
PO010408,V0454,Electrical PVC Pipe Kit,261.0,2022-07-09 00:00:00,South
PO010409,V0066,Structural Pneumatic Cylinder Premium,85.0,2025-08-12 00:00:00,East
PO010410,V0194,Electrical Transformer Oil Kit,21.0,2025-12-28 00:00:00,North
,V0429,Safety Control Panel,349.0,2024-02-27 00:00:00,North
,V0457,Fluid Conveyor Belt Kit,265.0,2024-03-25 00:00:00,West
PO010413,V0249,Electrical Pneumatic Cylinder Kit,184.0,2025-12-17 00:00:00,North
PO010414,V0295,Structural Conveyor Belt Premium,424.0,2025-04-15 00:00:00,South
PO010415,V0355,Safety Flow Meter Kit,246.0,2022-06-14 00:00:00,Central
PO010416,V0419,Electrical Steel Rod Standard,372.0,2024-11-27 00:00:00,West
PO010417,V0064,Fluid Control Panel Premium,267.0,2023-01-22 00:00:00,East
PO010418,V0407,Safety Pressure Gauge Kit,445.0,2024-05-16 00:00:00,South
PO010419,V0238,Safety Control Panel Kit,164.0,2022-12-06 00:00:00,Central
PO010420,V0223,Instrumentation Valves Heavy Duty,287.0,2024-05-24 00:00:00,North
PO010421,V0212,Structural Transformer Oil,297.0,2023-06-02 00:00:00,South
PO010422,V0250,Safety Hydraulic Pump Heavy Duty,208.0,2025-11-17 00:00:00,North
PO010423,V0473,Electrical Circuit Breaker,272.0,2023-09-11 00:00:00,East
PO010424,V0269,Electrical Conveyor Belt,148.0,2024-10-22 00:00:00,West
PO010425,V0477,Instrumentation Circuit Breaker Standard,92.0,2024-12-27 00:00:00,South
PO010426,V0094,Electrical Lubricant Heavy Duty,202.0,2025-09-10 00:00:00,South
PO010427,V0362,Mechanical Fasteners Premium,248.0,2024-02-23 00:00:00,East
PO010428,V0407,Mechanical Welding Rod Heavy Duty,346.0,2025-04-15 00:00:00,South
PO010429,V0341,Instrumentation Hydraulic Pump Premium,190.0,2023-09-23 00:00:00,Central
PO010430,V0303,Instrumentation Hydraulic Pump Premium,352.0,2024-04-22 00:00:00,Central
PO010431,V0278,Mechanical Flow Meter Premium,163.0,2022-07-02 00:00:00,Central
PO010432,V0435,Safety Pressure Gauge Kit,199.0,2022-08-12 00:00:00,East
PO010433,V0412,Safety Control Panel,91.0,2025-07-26 00:00:00,South
PO010434,V0064,Structural Conveyor Belt Standard,465.0,2025-03-18 00:00:00,East
PO010435,V0427,Mechanical Flow Meter,341.0,2023-12-07 00:00:00,East
PO010436,V0206,Safety Transformer Oil Premium,168.0,2022-10-20 00:00:00,East
PO010437,V0130,Instrumentation Flow Meter Kit,,2023-07-05 00:00:00,North
PO010438,V0440,Structural Steel Rod Kit,399.0,2023-03-06 00:00:00,Central
PO010439,V0216,Safety Transformer Oil Premium,349.0,2024-03-26 00:00:00,Central
PO010440,V0406,Electrical Pneumatic Cylinder Kit,321.0,2025-12-02 00:00:00,North
PO010441,V0131,Fluid Lubricant Standard,348.0,2023-09-23 00:00:00,Central
PO010442,V0002,Electrical Conveyor Belt,311.0,2022-01-14 00:00:00,North
PO010443,V0246,Electrical Steel Rod Standard,82.0,2022-12-11 00:00:00,North
PO010444,V0052,Mechanical Electric Motor Premium,60.0,2024-10-04 00:00:00,Central
PO010445,V0379,Fluid Control Panel Premium,414.0,2022-01-04 00:00:00,North
PO010446,V0138,Electrical Steel Rod Kit,345.0,2022-07-18 00:00:00,West
PO010447,V0221,Instrumentation Pneumatic Cylinder Premium,136.0,2022-05-24 00:00:00,South
PO010448,V0046,Fluid Safety Helmet Standard,268.0,2025-11-27 00:00:00,Central
PO010449,V0144,Structural Conveyor Belt Premium,204.0,2024-05-05 00:00:00,North
PO010450,V0392,Safety Conveyor Belt,406.0,2024-12-11 00:00:00,North
PO010451,V0077,Structural Lubricant,204.0,2024-05-03 00:00:00,South
PO010452,V0324,Structural Transformer Oil,398.0,2025-09-02 00:00:00,Central
PO010453,V0462,Fluid Pneumatic Cylinder,34.0,2023-08-14 00:00:00,East
PO010454,V0341,Instrumentation Flow Meter Premium,243.0,2024-06-01 00:00:00,Central
PO010455,V0407,Safety Conveyor Belt,499.0,2022-12-16 00:00:00,South
PO010456,V0056,Instrumentation Electric Motor Premium,326.0,2022-12-28 00:00:00,North
,V0129,Safety Conveyor Belt Standard,227.0,2024-02-07 00:00:00,North
PO010458,V0451,Safety Conveyor Belt,247.0,2023-01-17 00:00:00,North
PO010459,V0358,Fluid Safety Helmet Kit,71.0,2025-12-12 00:00:00,South
PO010460,V0320,Structural Safety Helmet Heavy Duty,207.0,2022-10-03 00:00:00,North
PO010461,V0334,Instrumentation Bearing Premium,,2023-02-10 00:00:00,South
PO010462,V0206,Structural Copper Wire Premium,464.0,2024-09-23 00:00:00,East
PO010463,V0025,Instrumentation Hydraulic Pump Premium,415.0,2023-01-08 00:00:00,West
PO010464,V0393,Structural Copper Wire Standard,239.0,2024-10-26 00:00:00,East
PO010465,V0340,Instrumentation Pneumatic Cylinder Premium,253.0,2022-08-14 00:00:00,East
PO010466,V0234,Instrumentation Transformer Oil Kit,456.0,2024-07-11 00:00:00,North
PO010467,V0453,Safety Pneumatic Cylinder,175.0,2025-03-07 00:00:00,Central
PO010468,V0168,Electrical Lubricant Heavy Duty,77.0,2023-03-12 00:00:00,West
PO010469,V0148,Electrical Transformer Oil Standard,401.0,2023-01-16 00:00:00,South
PO010470,V0441,Mechanical Circuit Breaker Premium,110.0,2023-02-16 00:00:00,East
PO010471,V0400,Electrical Circuit Breaker,181.0,2022-05-01 00:00:00,Central
PO010472,V0251,Instrumentation Flow Meter Heavy Duty,116.0,2023-01-10 00:00:00,Central
PO010473,V0069,Mechanical Fasteners Heavy Duty,181.0,2023-01-28 00:00:00,East
PO010474,V0109,Electrical Conveyor Belt,363.0,2023-06-16 00:00:00,East
PO010475,V0329,Instrumentation Electric Motor Premium,182.0,2024-04-17 00:00:00,Central
PO010476,V0192,Electrical Steel Rod Standard,195.0,2024-06-21 00:00:00,North
PO010477,V0421,Fluid Conveyor Belt Kit,370.0,2025-07-07 00:00:00,East
PO010478,V0475,Electrical Bearing Heavy Duty,131.0,2025-07-02 00:00:00,East
PO010479,V0404,Electrical Gearbox Premium,466.0,2022-08-12 00:00:00,South
PO010480,V0188,Instrumentation Safety Helmet,363.0,2025-07-27 00:00:00,West
PO010481,V0394,Fluid Steel Rod Standard,307.0,2022-12-07 00:00:00,South
PO010482,V0176,Mechanical Fasteners Premium,20.0,2022-06-13 00:00:00,East
PO010483,V0087,Structural PVC Pipe Heavy Duty,335.0,2023-08-24 00:00:00,East
PO010484,V0018,Fluid Bearing Premium,366.0,2022-06-25 00:00:00,central
PO010485,V0192,Electrical Copper Wire Premium,43.0,2024-02-13 00:00:00,North
PO010486,V0455,Structural Flow Meter Premium,427.0,2022-09-13 00:00:00,East
PO010487,V0124,Electrical PVC Pipe Premium,273.0,2023-07-21 00:00:00,central
PO010488,V0106,Safety Conveyor Belt,262.0,2022-05-12 00:00:00,West
